criteria_mode,spec,qid,replicate,question,p
empty,joint_bounds,ten,50,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,50,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
empty,partition,above,58,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,58,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
paired,nested_time,short,97,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,97,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
empty,joint_bounds,one,38,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,38,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,38,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
paired,complement,yes,39,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,complement,no,39,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.74
paired,complement,yes,68,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,68,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
empty,partition,above,21,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,21,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.7
paired,partition,above,16,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
paired,partition,not_above,16,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
empty,nested_time,short,44,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
empty,nested_time,long,44,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,lower,20,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,20,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,partition,above,65,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
omitted,partition,not_above,65,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
empty,nested_time,short,28,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
empty,nested_time,long,28,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,lower,79,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,79,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_threshold,lower,64,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,64,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_time,short,98,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,98,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
paired,joint_bounds,one,94,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,joint_bounds,ten,94,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.05
paired,joint_bounds,both,94,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,partition,above,26,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
omitted,partition,not_above,26,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
paired,nested_threshold,lower,50,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
paired,nested_threshold,higher,50,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,41,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,41,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.76
omitted,partition,above,61,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,61,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.79
empty,joint_bounds,one,20,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,20,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
empty,joint_bounds,both,20,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.05
paired,joint_bounds,one,1,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,joint_bounds,ten,1,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.05
paired,joint_bounds,both,1,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
empty,nested_time,short,13,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,13,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,lower,10,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,10,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
paired,nested_threshold,lower,10,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,higher,10,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_threshold,lower,31,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,31,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,complement,yes,17,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,complement,no,17,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_time,short,38,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,38,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,lower,93,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,93,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,complement,yes,42,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,no,42,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,nested_threshold,lower,88,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,higher,88,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,joint_bounds,one,90,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,joint_bounds,ten,90,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,90,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,joint_bounds,one,69,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,joint_bounds,ten,69,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,69,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.08
paired,nested_threshold,lower,2,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,higher,2,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,95,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.18
paired,complement,no,95,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
paired,nested_threshold,lower,95,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_threshold,higher,95,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,nested_threshold,lower,83,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,higher,83,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,one,90,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,joint_bounds,ten,90,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,90,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,one,62,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,ten,62,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,62,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
empty,nested_time,short,99,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,99,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
empty,joint_bounds,one,33,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,33,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,33,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.05
paired,complement,yes,29,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,29,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.76
empty,partition,above,64,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,64,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
paired,joint_bounds,one,10,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.23
paired,joint_bounds,ten,10,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.05
paired,joint_bounds,both,10,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
paired,partition,above,71,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.24
paired,partition,not_above,71,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
paired,nested_time,short,90,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,90,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
empty,complement,yes,28,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,28,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
paired,nested_threshold,lower,37,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,higher,37,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_time,short,48,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,48,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,yes,88,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
empty,complement,no,88,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.8
empty,partition,above,29,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,29,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
paired,nested_time,short,70,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,70,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,partition,above,44,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,44,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.77
omitted,nested_time,short,76,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,76,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
paired,joint_bounds,one,6,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.17
paired,joint_bounds,ten,6,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.05
paired,joint_bounds,both,6,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,nested_time,short,34,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,34,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,partition,above,78,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.17
empty,partition,not_above,78,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
empty,complement,yes,2,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,2,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.81
paired,nested_threshold,lower,19,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_threshold,higher,19,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,complement,yes,96,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,96,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
paired,joint_bounds,one,43,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,joint_bounds,ten,43,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
paired,joint_bounds,both,43,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
omitted,partition,above,80,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
omitted,partition,not_above,80,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
empty,nested_time,short,37,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,37,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
paired,complement,yes,85,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,85,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
paired,nested_time,short,59,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,59,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
empty,joint_bounds,one,3,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,3,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,3,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,nested_threshold,lower,56,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,56,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,partition,above,66,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
paired,partition,not_above,66,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
empty,joint_bounds,one,21,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,21,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,21,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,joint_bounds,one,5,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,joint_bounds,ten,5,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,5,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
omitted,nested_time,short,26,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.04
omitted,nested_time,long,26,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,yes,69,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
empty,complement,no,69,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
empty,nested_threshold,lower,9,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,nested_threshold,higher,9,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_threshold,lower,55,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,higher,55,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,nested_threshold,lower,1,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.08
omitted,nested_threshold,higher,1,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,complement,yes,82,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,82,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.91
paired,complement,yes,30,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,30,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
empty,joint_bounds,one,23,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,23,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,23,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,nested_time,short,33,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
empty,nested_time,long,33,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,complement,yes,80,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,80,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.84
empty,nested_time,short,8,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,8,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_time,short,9,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
omitted,nested_time,long,9,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,partition,above,22,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,22,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.74
empty,joint_bounds,one,72,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,72,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,72,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,nested_threshold,lower,50,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,50,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,one,35,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,joint_bounds,ten,35,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,35,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,one,88,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,joint_bounds,ten,88,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,88,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
paired,nested_time,short,4,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
paired,nested_time,long,4,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,joint_bounds,one,78,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.18
paired,joint_bounds,ten,78,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,78,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,complement,yes,81,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,81,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_time,short,5,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,5,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,yes,34,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,34,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_time,short,11,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,11,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,yes,9,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,9,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.91
paired,joint_bounds,one,54,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,joint_bounds,ten,54,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,54,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,nested_time,short,63,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,63,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
paired,partition,above,15,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.24
paired,partition,not_above,15,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
empty,joint_bounds,one,80,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,joint_bounds,ten,80,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,80,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,partition,above,69,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,69,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
paired,complement,yes,6,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,6,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
paired,nested_threshold,lower,40,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_threshold,higher,40,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,joint_bounds,one,49,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.16
paired,joint_bounds,ten,49,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,49,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
empty,joint_bounds,one,5,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,5,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,5,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,partition,above,29,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
paired,partition,not_above,29,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
empty,nested_threshold,lower,34,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,34,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_time,short,12,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,12,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,complement,yes,96,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,complement,no,96,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.76
omitted,nested_time,short,33,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,33,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,lower,83,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,83,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,partition,above,93,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,93,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
empty,nested_threshold,lower,78,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,78,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,nested_time,short,30,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
paired,nested_time,long,30,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
paired,nested_time,short,41,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
paired,nested_time,long,41,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,partition,above,65,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
paired,partition,not_above,65,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
empty,joint_bounds,one,93,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,93,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,93,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,complement,yes,69,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,69,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,partition,above,27,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
empty,partition,not_above,27,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
paired,nested_time,short,85,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,85,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,yes,23,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,23,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.91
empty,joint_bounds,one,15,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,15,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,15,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,joint_bounds,one,23,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,ten,23,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.02
omitted,joint_bounds,both,23,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
omitted,nested_time,short,53,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,53,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,complement,yes,99,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,99,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
empty,nested_threshold,lower,41,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,41,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,nested_time,short,5,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,5,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_time,short,56,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,56,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
empty,joint_bounds,one,67,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,67,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,67,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,joint_bounds,one,17,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,joint_bounds,ten,17,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,17,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,nested_time,short,59,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,59,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,lower,67,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,67,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,nested_threshold,lower,91,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,91,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,complement,yes,29,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.08
omitted,complement,no,29,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,partition,above,18,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
